228051000,   1.443650405E12,   false,   true
228051000,   1.443650415E12,   true,   false

228131600,   1.443650404E12,   false,   true
228131600,   1.443650416E12,   true,   false

228854000,   1.443650408E12,   false,   true
228854000,   1.443650417E12,   true,   false

227415000,   1.443650409E12,   false,   true
227415000,   1.443650419E12,   true,   false

227443000,   1.443650411E12,   false,   true
227443000,   1.44365042E12,   true,   false

228037700,   1.443650411E12,   false,   true
228037700,   1.443650421E12,   true,   false

245257000,   1.443607862E12,   false,   true
245257000,   1.443650423E12,   true,   false

227705102,   1.443650403E12,   false,   true
227705102,   1.443650423E12,   true,   false

228051000,   1.443650415E12,   false,   true
228051000,   1.443650424E12,   true,   false

228131600,   1.443650416E12,   false,   true
228131600,   1.443650425E12,   true,   false

227574020,   1.443650406E12,   false,   true
227574020,   1.443650427E12,   true,   false

228854000,   1.443650417E12,   false,   true
228854000,   1.443650428E12,   true,   false

227415000,   1.443650419E12,   false,   true
227415000,   1.443650429E12,   true,   false

228037600,   1.443650419E12,   false,   true
228037600,   1.44365043E12,   true,   false

228037700,   1.443650421E12,   false,   true
228037700,   1.443650431E12,   true,   false

227443000,   1.44365042E12,   false,   true
227443000,   1.443650431E12,   true,   false

245257000,   1.443650423E12,   false,   true
245257000,   1.443650433E12,   true,   false

228051000,   1.443650424E12,   false,   true
228051000,   1.443650433E12,   true,   false

228131600,   1.443650425E12,   false,   true
228131600,   1.443650434E12,   true,   false

228854000,   1.443650428E12,   false,   true
228854000,   1.443650438E12,   true,   false

227415000,   1.443650429E12,   false,   true
227415000,   1.443650438E12,   true,   false

228037600,   1.44365043E12,   false,   true
228037600,   1.443650439E12,   true,   false

228037700,   1.443650431E12,   false,   true
228037700,   1.443650441E12,   true,   false

245257000,   1.443650433E12,   false,   true
245257000,   1.443650442E12,   true,   false

228051000,   1.443650433E12,   false,   true
228051000,   1.443650444E12,   true,   false

227705102,   1.443650423E12,   false,   true
227705102,   1.443650444E12,   true,   false

228131600,   1.443650434E12,   false,   true
228131600,   1.443650445E12,   true,   false

227574020,   1.443650427E12,   false,   true
227574020,   1.443650447E12,   true,   false

227415000,   1.443650438E12,   false,   true
227415000,   1.443650448E12,   true,   false

228037600,   1.443650439E12,   false,   true
228037600,   1.44365045E12,   true,   false

227443000,   1.443650431E12,   false,   true
227443000,   1.44365045E12,   true,   false

228037700,   1.443650441E12,   false,   true
