228131600,15,-127,0,263.7,511,-4.644325,48.092247,1443650404
228131600,15,-127,0,265.2,511,-4.644965,48.09218,1443650404
228131600,15,-127,0,260.9,511,-4.645487,48.09213,1443650408
228131600,15,-127,0,269.4,511,-4.64607,48.092106,1443650416
228131600,15,-127,0,266.2,511,-4.6467066,48.092075,1443650416
228131600,15,-127,0,264.9,511,-4.6472917,48.09204,1443650417
228131600,15,-127,8.5,263.7,511,-4.644325,48.092247,1443650425
228131600,15,-127,8.5,265.2,511,-4.644965,48.09218,1443650425
228131600,15,-127,8.7,260.9,511,-4.645487,48.09213,1443650428
228131600,15,-127,8.4,269.4,511,-4.64607,48.092106,1443650434
228131600,15,-127,8.5,266.2,511,-4.6467066,48.092075,1443650434
228131600,15,-127,8.4,264.9,511,-4.6472917,48.09204,1443650438
228131600,15,-127,8.4,266.1,511,-4.647815,48.092,1443650438
228131600,15,-127,8.6,263.6,511,-4.6484685,48.091953,1443650445
228131600,15,-127,8.7,262.5,511,-4.648995,48.091915,1443650445
228131600,15,-127,0,266.2,511,-4.6467066,48.092075,1443650445
228131600,15,-127,0,264.9,511,-4.6472917,48.09204,1443650445
228131600,15,-127,8.6,261.3,511,-4.6495733,48.091827,1443650455
228131600,15,-127,8.9,259.2,511,-4.6502185,48.09176,1443650455
228131600,15,-127,8.5,262.7,511,-4.6508017,48.09172,1443650455
228131600,15,-127,8.4,266.3,511,-4.6513367,48.091694,1443650455
228131600,15,-127,8.7,262.4,511,-4.651975,48.091652,1443650458
228131600,15,-127,8.8,255.6,511,-4.652488,48.09157,1443650464
228131600,15,-127,8,262.8,511,-4.653138,48.0915,1443650476
228131600,15,-127,8.4,263.8,511,-4.65373,48.09146,1443650477
228131600,15,-127,8.4,262.9,511,-4.65426,48.091434,1443650485
228131600,15,-127,8.1,263.7,511,-4.654842,48.091385,1443650495
228131600,15,-127,8.6,264.2,511,-4.6554832,48.091328,1443650498
228131600,15,-127,0,266.2,511,-4.6467066,48.092075,1443650505
228131600,15,-127,0,264.9,511,-4.6472917,48.09204,1443650515
228131600,15,-127,8.3,266,511,-4.6560116,48.091267,1443650518
228131600,15,-127,8.7,259.7,511,-4.65665,48.0912,1443650524
228131600,15,-127,8.7,261.8,511,-4.657232,48.091152,1443650536
228131600,15,-127,8.4,263.8,511,-4.657758,48.09112,1443650545
228131600,15,-127,8.5,265.6,511,-4.6583385,48.091072,1443650555
228131600,15,-127,8.1,266.5,511,-4.658975,48.091034,1443650558
228131600,15,-127,8.6,259.3,511,-4.6595535,48.090992,1443650566
228131600,15,-127,8.7,262.1,511,-4.6601367,48.090942,1443650574
228131600,15,-127,8.3,262.6,511,-4.660713,48.090904,1443650578
228131600,15,-127,8.4,266.8,511,-4.661258,48.090878,1443650578
228131600,15,-127,8.6,261.4,511,-4.6618333,48.090805,1443650584
228131600,15,-127,8.3,260.3,511,-4.6624584,48.090725,1443650588
228131600,15,-127,8.4,264.7,511,-4.66304,48.09067,1443650596
228131600,15,-127,8.4,264.8,511,-4.6636133,48.09062,1443650597
228131600,15,-127,8.4,259.5,511,-4.6641884,48.090565,1443650605
228131600,15,-127,8.7,261.7,511,-4.6647015,48.090515,1443650607
228131600,15,-127,8.9,262.8,511,-4.665293,48.09048,1443650608
228131600,15,-127,8.4,257.5,511,-4.665925,48.09042,1443650616
228131600,15,-127,8.4,264.2,511,-4.6670933,48.090347,1443650618
228131600,15,-127,8.4,261.9,511,-4.6676764,48.090313,1443650619
228131600,15,-127,8.6,264.9,511,-4.6682067,48.090275,1443650625
228131600,15,-127,8.3,266.4,511,-4.6687784,48.090218,1443650628
