245257000,0,0,0.1,13.1,36,-4.4657183,48.38249,1443650402,795653
245257000,0,0,0.0,13.1,35,-4.46572,48.382507,1443650413,795653
245257000,0,0,0.0,13.1,35,-4.4657216,48.38252,1443650423,795653
245257000,0,0,0.1,13.1,35,-4.4657283,48.382526,1443650433,795653
245257000,0,0,0.0,13.1,35,-4.465737,48.382534,1443650442,795653
245257000,0,0,0.0,13.1,35,-4.4657383,48.382534,1443650452,795653
228931000,7,-126,8.7,85.1,81,-4.48347,48.11528,1443650438,880616
228931000,7,127,8.7,83.0,85,-4.4822764,48.115402,1443650458,880616
227705102,15,-127,0.0,262.7,511,-4.4965715,48.38242,1443650403,795648
227705102,15,-127,0.0,262.3,511,-4.4965734,48.382423,1443650423,795648
227705102,15,-127,0.1,275.0,511,-4.49658,48.382435,1443650444,795648
227705102,15,-127,0.0,283.6,511,-4.496585,48.382435,1443650452,795648
228051000,0,-127,0.0,295.0,511,-4.4851084,48.38132,1443650405,795650
228051000,0,-127,0.0,292.2,511,-4.4850984,48.381313,1443650415,795650
228051000,0,-127,0.0,291.5,511,-4.4850965,48.38132,1443650424,795650
228051000,0,-127,0.0,291.4,511,-4.4850736,48.38132,1443650433,795650
228051000,0,-127,0.0,291.8,511,-4.485085,48.381332,1443650444,795650
228051000,0,-127,0.0,293.0,511,-4.485085,48.381336,1443650454,795650
228037700,15,-127,9.1,78.5,511,-4.4719133,48.16634,1443650411,863958
228037700,15,-127,6.7,79.3,511,-4.4714084,48.1664,1443650421,863958
228037700,15,-127,4.4,81.1,511,-4.471053,48.166428,1443650431,863958
228037700,15,-127,3.1,87.5,511,-4.4708233,48.16644,1443650441,863958
228037700,15,-127,2.1,90.8,511,-4.4706483,48.166454,1443650452,863958
228037700,15,-127,1.5,95.4,511,-4.470548,48.166447,1443650460,863958
227443000,15,-127,11.1,171.5,511,-4.782632,48.005634,1443650411,913881
227443000,15,-127,11.3,172.6,511,-4.7825317,48.005116,1443650420,915547
227443000,15,-127,11.3,173.7,511,-4.7824483,48.0046,1443650431,915547
227443000,15,-127,11.5,171.7,511,-4.782232,48.00355,1443650450,915547
227443000,15,-127,11.4,171.1,511,-4.7821317,48.003067,1443650460,915547
227574020,15,-127,0.1,248.6,511,-4.4954414,48.38366,1443650406,793982
227574020,15,-127,0.0,244.7,511,-4.49544,48.383663,1443650427,793982
227574020,15,-127,0.1,252.4,511,-4.4954367,48.38368,1443650447,793982
227574020,15,-127,0.1,249.6,511,-4.4954367,48.383686,1443650456,793982
228037600,15,-127,9.1,87.6,511,-4.4480133,48.157574,1443650419,867295
228037600,15,-127,9.1,87.2,511,-4.4473267,48.15763,1443650430,867295
