228037700,48.19442,-4.3929567,48.194786,-4.3932433

227705102,48.382355,-4.496585,48.3822,-4.496703

227635210,48.160545,-4.4677715,48.32686,-4.467738

227635210,48.284477,-4.413833,48.28454,-4.413882

227635210,48.28454,-4.413882,48.284813,-4.4139814

227635210,48.28562,-4.4139767,48.28626,-4.413915

227705102,48.29616,-4.511367,48.296154,-4.5110617

227705102,48.296154,-4.5110617,48.296154,-4.5104666

227705102,48.296154,-4.5104666,48.296185,-4.5096765

227574020,48.29597,-4.510638,48.29616,-4.510317

227574020,48.296253,-4.509858,48.29634,-4.5090766

227574020,48.29634,-4.5090766,48.296425,-4.508148

227612860,48.295982,-4.510443,48.296032,-4.509875

227592820,48.310154,-4.4875484,48.31093,-4.4874816

227005550,48.380688,-4.486985,48.380535,-4.486787

227705102,48.296066,-4.5115485,48.295998,-4.5105166

227705102,48.295998,-4.5105166,48.296112,-4.5095615

227005550,48.350113,-4.536733,48.350212,-4.536168

227005550,48.350395,-4.534555,48.350334,-4.53439

227005550,48.350334,-4.53439,48.350227,-4.5341315

227005550,48.350227,-4.5341315,48.350075,-4.5337567

227005550,48.350075,-4.533385,48.35015,-4.532833

227005550,48.35015,-4.532833,48.350292,-4.532183

227005550,48.350292,-4.532183,48.3505,-4.531367

227005550,48.36806,-4.4875917,48.368595,-4.4877715

227705102,48.284573,-4.414603,48.284615,-4.41367

227705102,48.284615,-4.41367,48.2851,-4.413288

227005550,48.380745,-4.4869733,48.380592,-4.486745

227705102,48.29586,-4.5112233,48.295975,-4.5109215

227705102,48.295975,-4.5109215,48.29606,-4.5100117

227005550,48.340073,-4.47759,48.340187,-4.4773083

227005550,48.377983,-4.4848266,48.378033,-4.4845533

227005550,48.378033,-4.4845533,48.378048,-4.484295

227005550,48.382965,-4.464667,48.3824,-4.4650116

227005550,48.3824,-4.4650116,48.380405,-4.467325

227005550,48.33932,-4.476735,48.339485,-4.476617

227005550,48.339485,-4.476617,48.339684,-4.4766316

227005550,48.339684,-4.4766316,48.340214,-4.476802

227005550,48.340523,-4.476897,48.34094,-4.4770064

227005550,48.34094,-4.4770064,48.34108,-4.47704

227005550,48.34108,-4.47704,48.34273,-4.477443

227635210,48.379528,-4.49699,48.379448,-4.4968333

227574020,48.296947,-4.499105,48.296955,-4.4994235

227574020,48.296913,-4.4999332,48.296844,-4.5005884

227574020,48.295834,-4.511775,48.295906,-4.5112615

227574020,48.295906,-4.5112615,48.29587,-4.509635

227705102,48.295612,-4.5103416,48.29554,-4.509703

227705102,48.29554,-4.509703,48.29572,-4.5088015

227612860,48.296036,-4.5095267,48.29603,-4.5088816

227612860,48.29603,-4.5088816,48.296074,-4.508157

227635210,48.283928,-4.4144716,48.284153,-4.41463

227635210,48.284153,-4.41463,48.2846,-4.4146667

227005550,48.38062,-4.486797,48.38051,-4.486397

227005550,48.339474,-4.47478,48.339626,-4.4748535

227005550,48.339626,-4.4748535,48.339848,-4.4749784

227005550,48.340385,-4.4754,48.340694,-4.475625

227005550,48.340694,-4.475625,48.341526,-4.4760566

228037700,48.121174,-4.3939385,48.121246,-4.3940115

228037700,48.121246,-4.3940115,48.121506,-4.394417

227574020,48.284172,-4.4147515,48.284527,-4.414893

227574020,48.284527,-4.414893,48.28517,-4.4147167

227574020,48.296543,-4.5123334,48.296474,-4.5121183

227574020,48.295147,-4.5101266,48.29523,-4.50922

228037700,48.27577,-4.831237,48.27559,-4.8309817

228037700,48.287224,-4.9191265,48.28731,-4.9193916

228150000,48.11154,-4.6159167,48.111546,-4.61621

228150000,48.103123,-4.7757616,48.103107,-4.776183

228150000,48.101734,-4.7980466,48.101727,-4.7983418

228037700,48.28432,-4.915115,48.28406,-4.9148664

227318020,48.0111,-4.68758,48.011112,-4.6876583

227005550,48.38076,-4.4870915,48.380623,-4.4868035

228037700,48.291565,-4.873833,48.29152,-4.873585

227005550,48.29732,-4.7034616,48.29736,-4.7031784

227005550,48.297485,-4.6992383,48.29756,-4.6987286

227005550,48.29756,-4.6987286,48.297634,-4.698035

227005550,48.297634,-4.698035,48.29772,-4.6972566

228037600,48.196865,-4.8278966,48.1967,-4.827255

228037600,48.181213,-4.79454,48.180992,-4.7940016

228037600,48.1681,-4.7721086,48.16795,-4.771385

228037600,48.15824,-4.750097,48.15812,-4.7492433

228037600,48.152596,-4.7359734,48.15256,-4.73556

228037600,48.15256,-4.73556,48.15253,-4.7349834

228037600,48.150143,-4.725365,48.149906,-4.7245336

228037600,48.129833,-4.6287117,48.129776,-4.6278534

228037700,48.13508,-4.6213818,48.134933,-4.621422

228037700,48.134933,-4.621422,48.13464,-4.621635

228037600,48.146847,-4.5264616,48.14702,-4.525853

228037600,48.15805,-4.376847,48.158245,-4.3761234

228037600,48.190586,-4.3173485,48.190254,-4.31595

227635210,48.379303,-4.496052,48.379414,-4.4960566

227612860,48.369625,-4.4896035,48.36891,-4.4893284

227705102,48.382553,-4.49592,48.382298,-4.4962482

227635210,48.38342,-4.4956884,48.383125,-4.49568

