"mmsi";"to_date"
227472000;"1978-01-01 00:00:00"
228152000;"1978-01-01 00:00:00"
227175000;"1978-01-01 00:00:00"
227472000;"1978-01-01 00:00:00"
228152000;"1978-01-01 00:00:00"
227175000;"1978-01-01 00:00:00"
227472000;"1978-01-01 00:00:00"
228152000;"1978-01-01 00:00:00"
227175000;"1978-01-01 00:00:00"
